,index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
7858,7859,2011-11-29,3,0,11,2,0,2,1,2,0.5,0.88,0.0,5
7859,7860,2011-11-29,3,0,11,3,0,2,1,2,0.5,0.88,0.0,2
7860,7861,2011-11-29,3,0,11,4,0,2,1,2,0.52,0.83,0.3284,6
7861,7862,2011-11-29,3,0,11,5,0,2,1,1,0.5,0.88,0.2836,22
7862,7863,2011-11-29,3,0,11,6,0,2,1,1,0.52,0.83,0.2836,89
7863,7864,2011-11-29,3,0,11,7,0,2,1,1,0.52,0.77,0.2239,342
7864,7865,2011-11-29,3,0,11,8,0,2,1,1,0.54,0.77,0.2836,449
7865,7866,2011-11-29,3,0,11,9,0,2,1,3,0.56,0.73,0.4179,202
7866,7867,2011-11-29,3,0,11,10,0,2,1,3,0.56,0.73,0.4179,36
7867,7868,2011-11-29,3,0,11,11,0,2,1,3,0.5,0.88,0.2985,11
7868,7869,2011-11-29,3,0,11,12,0,2,1,3,0.42,0.82,0.4179,18
7869,7870,2011-11-29,3,0,11,13,0,2,1,3,0.42,0.77,0.2836,22
7870,7871,2011-11-29,3,0,11,14,0,2,1,3,0.4,0.94,0.194,36
7871,7872,2011-11-29,3,0,11,15,0,2,1,3,0.4,0.87,0.3284,65
7872,7873,2011-11-29,3,0,11,16,0,2,1,3,0.4,0.87,0.2239,151
7873,7874,2011-11-29,3,0,11,17,0,2,1,2,0.4,0.87,0.2985,354
7874,7875,2011-11-29,3,0,11,18,0,2,1,2,0.4,0.82,0.2985,358
7875,7876,2011-11-29,3,0,11,19,0,2,1,2,0.4,0.82,0.3284,250
7876,7877,2011-11-29,3,0,11,20,0,2,1,2,0.38,0.87,0.2537,184
7877,7878,2011-11-29,3,0,11,21,0,2,1,2,0.38,0.87,0.2537,125
7878,7879,2011-11-29,3,0,11,22,0,2,1,1,0.38,0.82,0.2985,95
7879,7880,2011-11-29,3,0,11,23,0,2,1,1,0.36,0.76,0.3881,53
7880,7881,2011-11-30,3,0,11,0,0,3,1,1,0.36,0.62,0.4179,24
7881,7882,2011-11-30,3,0,11,1,0,3,1,1,0.34,0.66,0.3284,8
7882,7883,2011-11-30,3,0,11,2,0,3,1,1,0.32,0.7,0.1642,5
7883,7884,2011-11-30,3,0,11,3,0,3,1,1,0.32,0.7,0.1642,1
7884,7885,2011-11-30,3,0,11,4,0,3,1,1,0.3,0.75,0.2239,5
7885,7886,2011-11-30,3,0,11,5,0,3,1,1,0.28,0.81,0.194,22
7886,7887,2011-11-30,3,0,11,6,0,3,1,1,0.26,0.87,0.1045,103
7887,7888,2011-11-30,3,0,11,7,0,3,1,1,0.26,0.81,0.1045,285
7888,7889,2011-11-30,3,0,11,8,0,3,1,1,0.28,0.81,0.194,478
7889,7890,2011-11-30,3,0,11,9,0,3,1,1,0.3,0.75,0.2836,193
7890,7891,2011-11-30,3,0,11,10,0,3,1,1,0.34,0.66,0.2239,110
7891,7892,2011-11-30,3,0,11,11,0,3,1,1,0.38,0.54,0.2985,122
7892,7893,2011-11-30,3,0,11,12,0,3,1,2,0.36,0.53,0.2836,160
7893,7894,2011-11-30,3,0,11,13,0,3,1,2,0.38,0.43,0.3582,147
7894,7895,2011-11-30,3,0,11,14,0,3,1,2,0.38,0.43,0.3582,112
7895,7896,2011-11-30,3,0,11,15,0,3,1,1,0.36,0.46,0.3284,115
7896,7897,2011-11-30,3,0,11,16,0,3,1,1,0.36,0.46,0.2836,226
7897,7898,2011-11-30,3,0,11,17,0,3,1,2,0.34,0.49,0.3284,380
7898,7899,2011-11-30,3,0,11,18,0,3,1,1,0.34,0.49,0.3284,376
7899,7900,2011-11-30,3,0,11,19,0,3,1,2,0.32,0.57,0.2836,279
7900,7901,2011-11-30,3,0,11,20,0,3,1,2,0.32,0.57,0.2836,190
7901,7902,2011-11-30,3,0,11,21,0,3,1,1,0.32,0.53,0.3881,135
7902,7903,2011-11-30,3,0,11,22,0,3,1,1,0.3,0.56,0.2985,87
7903,7904,2011-11-30,3,0,11,23,0,3,1,1,0.28,0.52,0.2836,50
7904,7905,2011-12-01,0,0,12,0,0,4,1,1,0.28,0.52,0.3284,20
7905,7906,2011-12-01,0,0,12,1,0,4,1,1,0.26,0.6,0.2836,10
7906,7907,2011-12-01,0,0,12,2,0,4,1,1,0.26,0.56,0.2985,9
7907,7908,2011-12-01,0,0,12,3,0,4,1,1,0.26,0.56,0.2537,7
7908,7909,2011-12-01,0,0,12,4,0,4,1,1,0.26,0.56,0.2836,1
7909,7910,2011-12-01,0,0,12,5,0,4,1,1,0.26,0.56,0.2537,24
7910,7911,2011-12-01,0,0,12,6,0,4,1,1,0.24,0.65,0.2836,97
7911,7912,2011-12-01,0,0,12,7,0,4,1,1,0.24,0.65,0.3582,276
7912,7913,2011-12-01,0,0,12,8,0,4,1,1,0.26,0.6,0.3284,477
7913,7914,2011-12-01,0,0,12,9,0,4,1,1,0.3,0.52,0.3284,224
7914,7915,2011-12-01,0,0,12,10,0,4,1,1,0.32,0.53,0.2985,93
7915,7916,2011-12-01,0,0,12,11,0,4,1,1,0.34,0.49,0.2537,102
7916,7917,2011-12-01,0,0,12,12,0,4,1,1,0.36,0.46,0.2239,148
7917,7918,2011-12-01,0,0,12,13,0,4,1,1,0.4,0.4,0.2239,154
7918,7919,2011-12-01,0,0,12,14,0,4,1,1,0.4,0.4,0.2239,150
7919,7920,2011-12-01,0,0,12,15,0,4,1,1,0.4,0.4,0.2239,154
7920,7921,2011-12-01,0,0,12,16,0,4,1,1,0.4,0.4,0.194,201
7921,7922,2011-12-01,0,0,12,17,0,4,1,1,0.36,0.46,0.1343,418
7922,7923,2011-12-01,0,0,12,18,0,4,1,1,0.36,0.43,0.1045,405
7923,7924,2011-12-01,0,0,12,19,0,4,1,1,0.34,0.46,0.1045,228
7924,7925,2011-12-01,0,0,12,20,0,4,1,1,0.34,0.46,0.1045,190
7925,7926,2011-12-01,0,0,12,21,0,4,1,1,0.3,0.61,0.1045,162
7926,7927,2011-12-01,0,0,12,22,0,4,1,1,0.3,0.61,0.0,104
7927,7928,2011-12-01,0,0,12,23,0,4,1,1,0.26,0.7,0.0896,73
7928,7929,2011-12-02,0,0,12,0,0,5,1,1,0.26,0.7,0.0896,38
7929,7930,2011-12-02,0,0,12,1,0,5,1,1,0.24,0.75,0.0,15
7930,7931,2011-12-02,0,0,12,2,0,5,1,1,0.24,0.75,0.0,10
7931,7932,2011-12-02,0,0,12,3,0,5,1,1,0.22,0.8,0.0,1
7932,7933,2011-12-02,0,0,12,4,0,5,1,1,0.22,0.8,0.0,3
7933,7934,2011-12-02,0,0,12,5,0,5,1,1,0.22,0.8,0.0896,23
7934,7935,2011-12-02,0,0,12,6,0,5,1,1,0.22,0.8,0.0,87
7935,7936,2011-12-02,0,0,12,7,0,5,1,1,0.22,0.87,0.0896,205
7936,7937,2011-12-02,0,0,12,8,0,5,1,1,0.24,0.87,0.0,445
7937,7938,2011-12-02,0,0,12,9,0,5,1,1,0.28,0.81,0.0,246
7938,7939,2011-12-02,0,0,12,10,0,5,1,1,0.3,0.75,0.2239,105
7939,7940,2011-12-02,0,0,12,11,0,5,1,1,0.34,0.66,0.1642,160
7940,7941,2011-12-02,0,0,12,12,0,5,1,1,0.36,0.57,0.1343,204
7941,7942,2011-12-02,0,0,12,13,0,5,1,1,0.4,0.47,0.1343,207
7942,7943,2011-12-02,0,0,12,14,0,5,1,1,0.42,0.44,0.1045,170
7943,7944,2011-12-02,0,0,12,15,0,5,1,1,0.42,0.41,0.0896,199
7944,7945,2011-12-02,0,0,12,16,0,5,1,1,0.42,0.41,0.0896,276
7945,7946,2011-12-02,0,0,12,17,0,5,1,1,0.42,0.38,0.0,411
7946,7947,2011-12-02,0,0,12,18,0,5,1,1,0.4,0.5,0.0,372
7947,7948,2011-12-02,0,0,12,19,0,5,1,1,0.34,0.53,0.2537,265
7948,7949,2011-12-02,0,0,12,20,0,5,1,1,0.38,0.4,0.2836,190
7949,7950,2011-12-02,0,0,12,21,0,5,1,1,0.34,0.49,0.194,111
7950,7951,2011-12-02,0,0,12,22,0,5,1,1,0.32,0.53,0.194,102
7951,7952,2011-12-02,0,0,12,23,0,5,1,1,0.32,0.53,0.2836,95
7952,7953,2011-12-03,0,0,12,0,0,6,0,1,0.3,0.56,0.2537,75
7953,7954,2011-12-03,0,0,12,1,0,6,0,1,0.26,0.65,0.194,71
7954,7955,2011-12-03,0,0,12,2,0,6,0,1,0.26,0.65,0.1642,50
7955,7956,2011-12-03,0,0,12,3,0,6,0,1,0.24,0.7,0.1343,9
7956,7957,2011-12-03,0,0,12,4,0,6,0,1,0.22,0.75,0.1343,8
7957,7958,2011-12-03,0,0,12,5,0,6,0,1,0.24,0.7,0.0896,6
7958,7959,2011-12-03,0,0,12,6,0,6,0,1,0.24,0.65,0.1045,11
7959,7960,2011-12-03,0,0,12,7,0,6,0,1,0.22,0.75,0.0896,26
7960,7961,2011-12-03,0,0,12,8,0,6,0,1,0.24,0.75,0.0896,63
7961,7962,2011-12-03,0,0,12,9,0,6,0,1,0.26,0.7,0.1045,124
7962,7963,2011-12-03,0,0,12,10,0,6,0,1,0.32,0.61,0.1343,195
7963,7964,2011-12-03,0,0,12,11,0,6,0,1,0.32,0.57,0.0896,275
7964,7965,2011-12-03,0,0,12,12,0,6,0,1,0.36,0.5,0.0,358
7965,7966,2011-12-03,0,0,12,13,0,6,0,1,0.36,0.5,0.0896,292
7966,7967,2011-12-03,0,0,12,14,0,6,0,1,0.36,0.46,0.0,343
7967,7968,2011-12-03,0,0,12,15,0,6,0,1,0.38,0.46,0.0,337
7968,7969,2011-12-03,0,0,12,16,0,6,0,1,0.38,0.46,0.0,305
7969,7970,2011-12-03,0,0,12,17,0,6,0,1,0.36,0.62,0.0,232
7970,7971,2011-12-03,0,0,12,18,0,6,0,1,0.34,0.53,0.1343,224
7971,7972,2011-12-03,0,0,12,19,0,6,0,1,0.3,0.61,0.0896,175
7972,7973,2011-12-03,0,0,12,20,0,6,0,1,0.3,0.61,0.0896,127
7973,7974,2011-12-03,0,0,12,21,0,6,0,2,0.3,0.61,0.0896,109
7974,7975,2011-12-03,0,0,12,22,0,6,0,2,0.32,0.61,0.0896,114
7975,7976,2011-12-03,0,0,12,23,0,6,0,1,0.3,0.7,0.1343,85
7976,7977,2011-12-04,0,0,12,0,0,0,0,1,0.3,0.7,0.1045,83
7977,7978,2011-12-04,0,0,12,1,0,0,0,1,0.3,0.75,0.0896,74
7978,7979,2011-12-04,0,0,12,2,0,0,0,1,0.26,0.81,0.0,62
7979,7980,2011-12-04,0,0,12,3,0,0,0,1,0.28,0.75,0.0,41
7980,7981,2011-12-04,0,0,12,4,0,0,0,1,0.26,0.87,0.0,11
7981,7982,2011-12-04,0,0,12,5,0,0,0,1,0.26,0.81,0.0,4
7982,7983,2011-12-04,0,0,12,6,0,0,0,1,0.24,0.93,0.0,4
7983,7984,2011-12-04,0,0,12,7,0,0,0,1,0.26,0.87,0.0,26
7984,7985,2011-12-04,0,0,12,8,0,0,0,1,0.26,0.87,0.0,55
7985,7986,2011-12-04,0,0,12,9,0,0,0,1,0.3,0.81,0.0,126
7986,7987,2011-12-04,0,0,12,10,0,0,0,1,0.32,0.81,0.1343,216
7987,7988,2011-12-04,0,0,12,11,0,0,0,1,0.34,0.81,0.1642,254
7988,7989,2011-12-04,0,0,12,12,0,0,0,1,0.36,0.81,0.1642,329
7989,7990,2011-12-04,0,0,12,13,0,0,0,1,0.4,0.66,0.2239,357
7990,7991,2011-12-04,0,0,12,14,0,0,0,1,0.42,0.62,0.1343,323
7991,7992,2011-12-04,0,0,12,15,0,0,0,1,0.42,0.62,0.194,296
7992,7993,2011-12-04,0,0,12,16,0,0,0,1,0.42,0.58,0.2239,330
7993,7994,2011-12-04,0,0,12,17,0,0,0,1,0.38,0.76,0.1343,245
7994,7995,2011-12-04,0,0,12,18,0,0,0,1,0.38,0.71,0.0,171
7995,7996,2011-12-04,0,0,12,19,0,0,0,1,0.38,0.76,0.0,173
7996,7997,2011-12-04,0,0,12,20,0,0,0,1,0.36,0.76,0.1343,124
7997,7998,2011-12-04,0,0,12,21,0,0,0,1,0.36,0.81,0.1045,72
7998,7999,2011-12-04,0,0,12,22,0,0,0,1,0.34,0.87,0.1045,64
7999,8000,2011-12-04,0,0,12,23,0,0,0,1,0.34,0.87,0.1045,45
8000,8001,2011-12-05,0,0,12,0,0,1,1,1,0.32,0.87,0.0896,24
8001,8002,2011-12-05,0,0,12,1,0,1,1,1,0.32,0.87,0.0,12
8002,8003,2011-12-05,0,0,12,2,0,1,1,1,0.32,0.87,0.0,8
8003,8004,2011-12-05,0,0,12,3,0,1,1,1,0.32,0.87,0.0,2
8004,8005,2011-12-05,0,0,12,4,0,1,1,1,0.3,0.87,0.1045,7
8005,8006,2011-12-05,0,0,12,5,0,1,1,1,0.3,0.87,0.1045,25
8006,8007,2011-12-05,0,0,12,6,0,1,1,1,0.3,0.93,0.0896,90
8007,8008,2011-12-05,0,0,12,7,0,1,1,1,0.32,0.9,0.0,283
8008,8009,2011-12-05,0,0,12,8,0,1,1,1,0.32,0.93,0.0,404
8009,8010,2011-12-05,0,0,12,9,0,1,1,2,0.36,0.87,0.0896,190
8010,8011,2011-12-05,0,0,12,10,0,1,1,2,0.36,0.87,0.0896,87
8011,8012,2011-12-05,0,0,12,11,0,1,1,2,0.36,0.87,0.0896,123
8012,8013,2011-12-05,0,0,12,12,0,1,1,2,0.4,0.76,0.1045,154
8013,8014,2011-12-05,0,0,12,13,0,1,1,2,0.42,0.71,0.0896,171
8014,8015,2011-12-05,0,0,12,14,0,1,1,2,0.46,0.67,0.0,133
8015,8016,2011-12-05,0,0,12,15,0,1,1,2,0.46,0.72,0.0896,148
8016,8017,2011-12-05,0,0,12,16,0,1,1,1,0.5,0.63,0.0896,248
8017,8018,2011-12-05,0,0,12,17,0,1,1,1,0.42,0.77,0.0,446
8018,8019,2011-12-05,0,0,12,18,0,1,1,1,0.44,0.77,0.0,399
8019,8020,2011-12-05,0,0,12,19,0,1,1,2,0.46,0.77,0.0,308
8020,8021,2011-12-05,0,0,12,20,0,1,1,2,0.46,0.82,0.1045,205
8021,8022,2011-12-05,0,0,12,21,0,1,1,2,0.44,0.88,0.0896,176
8022,8023,2011-12-05,0,0,12,22,0,1,1,2,0.44,0.88,0.1343,106
8023,8024,2011-12-05,0,0,12,23,0,1,1,2,0.46,0.88,0.1343,62
8024,8025,2011-12-06,0,0,12,0,0,2,1,2,0.5,0.77,0.2985,28
8025,8026,2011-12-06,0,0,12,1,0,2,1,2,0.46,0.88,0.2985,16
8026,8027,2011-12-06,0,0,12,2,0,2,1,2,0.46,0.87,0.194,3
8027,8028,2011-12-06,0,0,12,3,0,2,1,2,0.46,0.87,0.194,3
8028,8029,2011-12-06,0,0,12,4,0,2,1,3,0.46,0.88,0.2239,7
8029,8030,2011-12-06,0,0,12,5,0,2,1,3,0.46,0.88,0.2239,20
8030,8031,2011-12-06,0,0,12,6,0,2,1,2,0.44,0.94,0.2836,86
8031,8032,2011-12-06,0,0,12,7,0,2,1,2,0.46,0.94,0.194,234
8032,8033,2011-12-06,0,0,12,8,0,2,1,2,0.46,0.94,0.194,414
8033,8034,2011-12-06,0,0,12,9,0,2,1,2,0.46,0.94,0.2239,204
8034,8035,2011-12-06,0,0,12,10,0,2,1,3,0.46,0.94,0.2836,50
8035,8036,2011-12-06,0,0,12,11,0,2,1,3,0.46,0.94,0.2537,32
8036,8037,2011-12-06,0,0,12,12,0,2,1,3,0.46,1.0,0.2239,55
8037,8038,2011-12-06,0,0,12,13,0,2,1,3,0.46,1.0,0.194,71
8038,8039,2011-12-06,0,0,12,14,0,2,1,3,0.48,1.0,0.2239,75
8039,8040,2011-12-06,0,0,12,15,0,2,1,3,0.5,1.0,0.194,45
8040,8041,2011-12-06,0,0,12,16,0,2,1,3,0.46,1.0,0.2537,88
8041,8042,2011-12-06,0,0,12,17,0,2,1,2,0.46,1.0,0.2239,262
8042,8043,2011-12-06,0,0,12,18,0,2,1,2,0.46,1.0,0.2836,304
8043,8044,2011-12-06,0,0,12,19,0,2,1,3,0.46,1.0,0.2985,233
8044,8045,2011-12-06,0,0,12,20,0,2,1,3,0.46,1.0,0.2985,110
8045,8046,2011-12-06,0,0,12,21,0,2,1,2,0.44,1.0,0.194,114
8046,8047,2011-12-06,0,0,12,22,0,2,1,3,0.46,1.0,0.1642,87
8047,8048,2011-12-06,0,0,12,23,0,2,1,3,0.46,1.0,0.1642,53
8048,8049,2011-12-07,0,0,12,0,0,3,1,1,0.44,1.0,0.194,33
8049,8050,2011-12-07,0,0,12,1,0,3,1,2,0.46,1.0,0.2537,13
8050,8051,2011-12-07,0,0,12,2,0,3,1,3,0.46,1.0,0.2239,6
8051,8052,2011-12-07,0,0,12,3,0,3,1,3,0.46,1.0,0.2239,3
8052,8053,2011-12-07,0,0,12,4,0,3,1,3,0.46,1.0,0.1642,1
8053,8054,2011-12-07,0,0,12,5,0,3,1,3,0.46,1.0,0.1642,3
8054,8055,2011-12-07,0,0,12,6,0,3,1,3,0.48,1.0,0.4179,18
8055,8056,2011-12-07,0,0,12,7,0,3,1,3,0.44,1.0,0.1045,46
8056,8057,2011-12-07,0,0,12,8,0,3,1,3,0.44,1.0,0.0,86
8057,8058,2011-12-07,0,0,12,9,0,3,1,3,0.44,1.0,0.2537,64
8058,8059,2011-12-07,0,0,12,10,0,3,1,3,0.44,1.0,0.0896,33
8059,8060,2011-12-07,0,0,12,11,0,3,1,3,0.44,1.0,0.0896,50
8060,8061,2011-12-07,0,0,12,12,0,3,1,3,0.44,1.0,0.1343,33
8061,8062,2011-12-07,0,0,12,13,0,3,1,3,0.44,1.0,0.194,33
8062,8063,2011-12-07,0,0,12,14,0,3,1,3,0.44,1.0,0.194,25
8063,8064,2011-12-07,0,0,12,15,0,3,1,3,0.42,0.94,0.2239,30
8064,8065,2011-12-07,0,0,12,16,0,3,1,3,0.42,0.94,0.194,31
8065,8066,2011-12-07,0,0,12,17,0,3,1,3,0.4,1.0,0.3284,52
8066,8067,2011-12-07,0,0,12,18,0,3,1,3,0.4,0.94,0.2985,51
8067,8068,2011-12-07,0,0,12,19,0,3,1,3,0.34,0.87,0.6418,33
8068,8069,2011-12-07,0,0,12,20,0,3,1,3,0.34,0.87,0.6418,26
8069,8070,2011-12-07,0,0,12,21,0,3,1,3,0.3,0.87,0.5224,6
8070,8071,2011-12-07,0,0,12,22,0,3,1,3,0.24,0.93,0.4478,13
8071,8072,2011-12-07,0,0,12,23,0,3,1,1,0.24,0.93,0.3881,16
8072,8073,2011-12-08,0,0,12,0,0,4,1,2,0.26,0.87,0.2985,21
8073,8074,2011-12-08,0,0,12,1,0,4,1,1,0.26,0.81,0.3582,7
8074,8075,2011-12-08,0,0,12,2,0,4,1,1,0.28,0.65,0.2239,4
8075,8076,2011-12-08,0,0,12,3,0,4,1,1,0.26,0.6,0.2985,1
8076,8077,2011-12-08,0,0,12,4,0,4,1,2,0.24,0.6,0.4627,2
8077,8078,2011-12-08,0,0,12,5,0,4,1,1,0.22,0.64,0.2239,12
8078,8079,2011-12-08,0,0,12,6,0,4,1,1,0.22,0.55,0.2836,71
8079,8080,2011-12-08,0,0,12,7,0,4,1,1,0.22,0.6,0.2239,244
8080,8081,2011-12-08,0,0,12,8,0,4,1,1,0.22,0.55,0.2836,429
8081,8082,2011-12-08,0,0,12,9,0,4,1,1,0.24,0.52,0.3881,225
8082,8083,2011-12-08,0,0,12,10,0,4,1,1,0.26,0.52,0.3284,110
8083,8084,2011-12-08,0,0,12,11,0,4,1,1,0.28,0.52,0.2537,106
8084,8085,2011-12-08,0,0,12,12,0,4,1,1,0.28,0.52,0.3284,156
8085,8086,2011-12-08,0,0,12,13,0,4,1,1,0.3,0.49,0.3582,124
8086,8087,2011-12-08,0,0,12,14,0,4,1,1,0.32,0.45,0.2537,137
8087,8088,2011-12-08,0,0,12,15,0,4,1,1,0.32,0.45,0.1343,117
8088,8089,2011-12-08,0,0,12,16,0,4,1,1,0.32,0.45,0.194,208
8089,8090,2011-12-08,0,0,12,17,0,4,1,1,0.3,0.49,0.1045,331
8090,8091,2011-12-08,0,0,12,18,0,4,1,1,0.28,0.52,0.2239,318
8091,8092,2011-12-08,0,0,12,19,0,4,1,1,0.26,0.56,0.1045,232
8092,8093,2011-12-08,0,0,12,20,0,4,1,1,0.26,0.6,0.1045,175
8093,8094,2011-12-08,0,0,12,21,0,4,1,1,0.28,0.61,0.0896,139
8094,8095,2011-12-08,0,0,12,22,0,4,1,1,0.26,0.65,0.1343,92
8095,8096,2011-12-08,0,0,12,23,0,4,1,1,0.24,0.7,0.1045,61
8096,8097,2011-12-09,0,0,12,0,0,5,1,1,0.24,0.65,0.0,34
8097,8098,2011-12-09,0,0,12,1,0,5,1,1,0.24,0.65,0.0,14
8098,8099,2011-12-09,0,0,12,2,0,5,1,1,0.24,0.7,0.0,12
8099,8100,2011-12-09,0,0,12,3,0,5,1,1,0.22,0.8,0.0,6
8100,8101,2011-12-09,0,0,12,4,0,5,1,1,0.22,0.8,0.0,2
8101,8102,2011-12-09,0,0,12,5,0,5,1,1,0.22,0.8,0.0,20
8102,8103,2011-12-09,0,0,12,6,0,5,1,1,0.22,0.8,0.0896,63
8103,8104,2011-12-09,0,0,12,7,0,5,1,1,0.22,0.75,0.0896,199
8104,8105,2011-12-09,0,0,12,8,0,5,1,1,0.24,0.81,0.0,385
8105,8106,2011-12-09,0,0,12,9,0,5,1,1,0.26,0.81,0.0896,264
8106,8107,2011-12-09,0,0,12,10,0,5,1,2,0.3,0.7,0.1642,126
8107,8108,2011-12-09,0,0,12,11,0,5,1,1,0.32,0.7,0.2537,136
8108,8109,2011-12-09,0,0,12,12,0,5,1,1,0.36,0.57,0.2985,173
8109,8110,2011-12-09,0,0,12,13,0,5,1,1,0.38,0.5,0.194,168
8110,8111,2011-12-09,0,0,12,14,0,5,1,1,0.38,0.46,0.2836,187
8111,8112,2011-12-09,0,0,12,15,0,5,1,1,0.38,0.46,0.2836,189
8112,8113,2011-12-09,0,0,12,16,0,5,1,1,0.36,0.62,0.1343,250
8113,8114,2011-12-09,0,0,12,17,0,5,1,1,0.34,0.66,0.1045,362
8114,8115,2011-12-09,0,0,12,18,0,5,1,1,0.34,0.61,0.0,318
8115,8116,2011-12-09,0,0,12,19,0,5,1,1,0.34,0.61,0.0,199
8116,8117,2011-12-09,0,0,12,20,0,5,1,1,0.3,0.81,0.0,150
8117,8118,2011-12-09,0,0,12,21,0,5,1,1,0.3,0.75,0.0,140
8118,8119,2011-12-09,0,0,12,22,0,5,1,1,0.28,0.87,0.0,129
8119,8120,2011-12-09,0,0,12,23,0,5,1,1,0.28,0.81,0.0,94
8120,8121,2011-12-10,0,0,12,0,0,6,0,2,0.26,0.81,0.1045,77
8121,8122,2011-12-10,0,0,12,1,0,6,0,2,0.26,0.7,0.1642,66
8122,8123,2011-12-10,0,0,12,2,0,6,0,2,0.28,0.61,0.0896,60
8123,8124,2011-12-10,0,0,12,3,0,6,0,2,0.28,0.61,0.0896,25
8124,8125,2011-12-10,0,0,12,4,0,6,0,2,0.26,0.65,0.1045,3
8125,8126,2011-12-10,0,0,12,5,0,6,0,1,0.26,0.6,0.1642,6
8126,8127,2011-12-10,0,0,12,6,0,6,0,1,0.24,0.65,0.1045,11
8127,8128,2011-12-10,0,0,12,7,0,6,0,1,0.24,0.65,0.194,11
8128,8129,2011-12-10,0,0,12,8,0,6,0,1,0.26,0.65,0.1343,73
8129,8130,2011-12-10,0,0,12,9,0,6,0,1,0.28,0.61,0.2836,149
8130,8131,2011-12-10,0,0,12,10,0,6,0,1,0.32,0.57,0.2537,192
8131,8132,2011-12-10,0,0,12,11,0,6,0,1,0.32,0.53,0.4179,236
8132,8133,2011-12-10,0,0,12,12,0,6,0,1,0.32,0.45,0.4179,283
8133,8134,2011-12-10,0,0,12,13,0,6,0,1,0.34,0.34,0.4179,286
8134,8135,2011-12-10,0,0,12,14,0,6,0,1,0.34,0.31,0.3284,293
8135,8136,2011-12-10,0,0,12,15,0,6,0,1,0.34,0.34,0.3582,299
8136,8137,2011-12-10,0,0,12,16,0,6,0,1,0.32,0.31,0.3881,241
8137,8138,2011-12-10,0,0,12,17,0,6,0,1,0.28,0.36,0.3284,185
8138,8139,2011-12-10,0,0,12,18,0,6,0,1,0.26,0.38,0.2239,172
8139,8140,2011-12-10,0,0,12,19,0,6,0,1,0.26,0.38,0.2836,154
8140,8141,2011-12-10,0,0,12,20,0,6,0,1,0.24,0.35,0.2239,124
8141,8142,2011-12-10,0,0,12,21,0,6,0,1,0.22,0.44,0.2239,83
8142,8143,2011-12-10,0,0,12,22,0,6,0,1,0.22,0.41,0.1343,95
8143,8144,2011-12-10,0,0,12,23,0,6,0,1,0.2,0.47,0.1642,66
8144,8145,2011-12-11,0,0,12,0,0,0,0,1,0.2,0.51,0.2239,74
8145,8146,2011-12-11,0,0,12,1,0,0,0,1,0.16,0.59,0.2239,62
8146,8147,2011-12-11,0,0,12,2,0,0,0,1,0.18,0.55,0.2537,52
8147,8148,2011-12-11,0,0,12,3,0,0,0,1,0.16,0.59,0.1343,19
8148,8149,2011-12-11,0,0,12,4,0,0,0,1,0.16,0.59,0.1642,5
8149,8150,2011-12-11,0,0,12,5,0,0,0,1,0.18,0.59,0.1045,6
8150,8151,2011-12-11,0,0,12,6,0,0,0,1,0.16,0.59,0.0,10
8151,8152,2011-12-11,0,0,12,7,0,0,0,1,0.18,0.55,0.0,31
8152,8153,2011-12-11,0,0,12,8,0,0,0,1,0.16,0.69,0.0,72
8153,8154,2011-12-11,0,0,12,9,0,0,0,1,0.2,0.59,0.0,107
8154,8155,2011-12-11,0,0,12,10,0,0,0,1,0.24,0.44,0.0,194
8155,8156,2011-12-11,0,0,12,11,0,0,0,1,0.26,0.35,0.0,197
8156,8157,2011-12-11,0,0,12,12,0,0,0,1,0.26,0.35,0.0,288
8157,8158,2011-12-11,0,0,12,13,0,0,0,1,0.3,0.31,0.0,268
8158,8159,2011-12-11,0,0,12,14,0,0,0,1,0.3,0.28,0.0,242
8159,8160,2011-12-11,0,0,12,15,0,0,0,1,0.3,0.26,0.0,266
8160,8161,2011-12-11,0,0,12,16,0,0,0,1,0.3,0.26,0.0,206
8161,8162,2011-12-11,0,0,12,17,0,0,0,1,0.28,0.3,0.0,163
8162,8163,2011-12-11,0,0,12,18,0,0,0,1,0.24,0.48,0.194,163
8163,8164,2011-12-11,0,0,12,19,0,0,0,1,0.22,0.55,0.194,105
8164,8165,2011-12-11,0,0,12,20,0,0,0,1,0.22,0.55,0.1045,72
8165,8166,2011-12-11,0,0,12,21,0,0,0,1,0.22,0.55,0.0,63
8166,8167,2011-12-11,0,0,12,22,0,0,0,1,0.22,0.55,0.0,43
8167,8168,2011-12-11,0,0,12,23,0,0,0,1,0.2,0.69,0.0,35
8168,8169,2011-12-12,0,0,12,0,0,1,1,1,0.2,0.69,0.0896,20
8169,8170,2011-12-12,0,0,12,1,0,1,1,1,0.2,0.69,0.0,9
8170,8171,2011-12-12,0,0,12,2,0,1,1,1,0.2,0.69,0.0,4
8171,8172,2011-12-12,0,0,12,3,0,1,1,1,0.18,0.74,0.0,2
8172,8173,2011-12-12,0,0,12,4,0,1,1,1,0.18,0.74,0.0,3
8173,8174,2011-12-12,0,0,12,5,0,1,1,1,0.16,0.8,0.0,21
8174,8175,2011-12-12,0,0,12,6,0,1,1,1,0.16,0.8,0.1045,64
8175,8176,2011-12-12,0,0,12,7,0,1,1,1,0.14,0.86,0.1343,235
8176,8177,2011-12-12,0,0,12,8,0,1,1,2,0.16,0.8,0.1045,385
